ASSET,MC,TNG,DCR,Energy,Date,Time
Parkland (ALP2),10,0,7,Gas,2021-03-20,20:07
Poplar Hill #1 (PH1),48,6,0,Gas,2021-03-20,20:07
Rainbow #5 (RB5),50,0,0,Gas,2021-03-20,20:07
Ralston (NAT1),20,0,17,Gas,2021-03-20,20:07
South Edmonton Terminal (SET1),20,0,0,Gas,2021-03-20,20:07
Sundance #6 (SD6) (Gas fired steam),401,348,0,Gas,2021-03-20,20:07
Valley View 1 (VVW1),50,0,0,Gas,2021-03-20,20:07
Valley View 2 (VVW2),50,29,15,Gas,2021-03-20,20:07
West Cadotte (WCD1),20,20,0,Gas,2021-03-20,20:07
West Pembina (PMB1)*,13,9,0,Gas,2021-03-20,20:07
Air Liquide Scotford #1 (ALS1),106,78,15,Gas,2021-03-20,20:07
AltaGas Harmattan (HMT1),45,39,0,Gas,2021-03-20,20:07
Base Plant (SCR1),50,33,0,Gas,2021-03-20,20:07
Bear Creek 1 (BCRK),64,59,0,Gas,2021-03-20,20:07
Bear Creek 2 (BCR2),36,28,0,Gas,2021-03-20,20:07
Blackfalds (BFD1),6,4,0,Gas,2021-03-20,20:07
CNRL Horizon (CNR5)*,203,192,0,Gas,2021-03-20,20:07
Camrose (CRG1)*,10,11,0,Gas,2021-03-20,20:07
Caroline (SHCG)*,19,0,0,Gas,2021-03-20,20:07
Carseland Cogen (TC01),95,77,0,Gas,2021-03-20,20:07
Christina Lake (CL01),100,90,0,Gas,2021-03-20,20:07
Coaldale (COD1),5,4,0,Gas,2021-03-20,20:07
Dow Hydrocarbon (DOWG),326,191,12,Gas,2021-03-20,20:07
Edson (TLM2),13,5,0,Gas,2021-03-20,20:07
Firebag (SCR6),497,428,20,Gas,2021-03-20,20:07
Fort Hills (FH1),199,186,0,Gas,2021-03-20,20:07
Foster Creek (EC04),98,73,0,Gas,2021-03-20,20:07
Joffre #1 (JOF1),474,349,20,Gas,2021-03-20,20:07
Kearl (IOR3),84,77,0,Gas,2021-03-20,20:07
Lindbergh (PEC1)*,16,14,0,Gas,2021-03-20,20:07
MEG1 Christina Lake (MEG1),202,163,0,Gas,2021-03-20,20:07
MacKay River (MKRC),207,186,0,Gas,2021-03-20,20:07
Mahkeses (IOR1),180,160,0,Gas,2021-03-20,20:07
Mulligan (MUL1)*,5,0,0,Gas,2021-03-20,20:07
Muskeg River (MKR1),202,174,0,Gas,2021-03-20,20:07
Nabiye (IOR2)*,195,166,0,Gas,2021-03-20,20:07
Nexen Inc #2 (NX02),220,173,0,Gas,2021-03-20,20:07
Poplar Creek (SCR5),376,340,0,Gas,2021-03-20,20:07
Primrose #1 (PR1),100,81,0,Gas,2021-03-20,20:07
Rainbow Lake #1 (RL1),47,10,0,Gas,2021-03-20,20:07
Redwater Cogen (TC02),92,77,0,Gas,2021-03-20,20:07
Saddle Hills (SDH1),10,0,0,Gas,2021-03-20,20:07
Scotford Upgrader (APS1),195,156,0,Gas,2021-03-20,20:07
Strathcona (IOR4)*,43,40,0,Gas,2021-03-20,20:07
Syncrude #1 (SCL1)*,510,378,0,Gas,2021-03-20,20:07
U of C Generator (UOC1)*,12,13,0,Gas,2021-03-20,20:07
University of Alberta (UOA1)*,39,10,0,Gas,2021-03-20,20:07
Cavalier (EC01),120,75,0,Gas,2021-03-20,20:07
ENMAX Calgary Energy Centre (CAL1),320,253,0,Gas,2021-03-20,20:07
Fort Nelson (FNG1),73,47,0,Gas,2021-03-20,20:07
Medicine Hat #1 (CMH1),255,163,0,Gas,2021-03-20,20:07
Nexen Inc #1 (NX01),120,44,0,Gas,2021-03-20,20:07
Shepard (EGC1),868,717,0,Gas,2021-03-20,20:07
Bighorn Hydro (BIG),120,37,10,Hydro,2021-03-20,20:07
Bow River Hydro (BOW1),320,103,45,Hydro,2021-03-20,20:07
Brazeau Hydro (BRA),350,62,168,Hydro,2021-03-20,20:07
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,20:07
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,20:07
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,20:07
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,20:07
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,20:07
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,20:07
Ardenville Wind (ARD1)*,68,68,0,Wind,2021-03-20,20:07
BUL1 Bull Creek (BUL1)*,13,13,0,Wind,2021-03-20,20:07
BUL2 Bull Creek (BUL2)*,16,13,0,Wind,2021-03-20,20:07
Blackspring Ridge (BSR1)*,300,295,0,Wind,2021-03-20,20:07
Blue Trail Wind (BTR1)*,66,65,0,Wind,2021-03-20,20:07
Castle River #1 (CR1)*,39,30,0,Wind,2021-03-20,20:07
Castle Rock Ridge 2 (CRR2)*,29,25,0,Wind,2021-03-20,20:07
Castle Rock Wind Farm (CRR1)*,77,77,0,Wind,2021-03-20,20:07
Cowley Ridge (CRE3)*,20,9,0,Wind,2021-03-20,20:07
Enmax Taber (TAB1)*,81,78,0,Wind,2021-03-20,20:07
Ghost Pine (NEP1)*,82,77,0,Wind,2021-03-20,20:07
Halkirk Wind Power Facility (HAL1)*,150,22,0,Wind,2021-03-20,20:07
Kettles Hill (KHW1)*,63,62,0,Wind,2021-03-20,20:07
McBride Lake Windfarm (AKE1)*,73,70,0,Wind,2021-03-20,20:07
Oldman 2 Wind Farm 1 (OWF1)*,46,46,0,Wind,2021-03-20,20:07
Riverview (RIV1)*,105,103,0,Wind,2021-03-20,20:07
Soderglen Wind  (GWW1)*,71,62,0,Wind,2021-03-20,20:07
Summerview 1 (IEW1)*,66,59,0,Wind,2021-03-20,20:07
Summerview 2 (IEW2)*,66,59,0,Wind,2021-03-20,20:07
Suncor Chin Chute (SCR3)*,30,29,0,Wind,2021-03-20,20:07
Suncor Magrath (SCR2)*,30,28,0,Wind,2021-03-20,20:07
Whitla (WHT1)*,202,193,0,Wind,2021-03-20,20:07
Wintering Hills (SCR4)*,88,81,0,Wind,2021-03-20,20:07
APF Athabasca (AFG1)*,131,72,10,Biomass,2021-03-20,20:07
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,20:07
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,20:07
Brooks Solar (BSC1),15,0,0,Biomass,2021-03-20,20:07
Cancarb Medicine Hat (CCMH),42,30,0,Biomass,2021-03-20,20:07
Claresholm 1 (CLR1),58,0,0,Biomass,2021-03-20,20:07
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,20:07
DAI1 Daishowa (DAI1),52,46,12,Biomass,2021-03-20,20:07
Gold Creek Facility (GOC1),5,0,0,Biomass,2021-03-20,20:07
Grande Prairie EcoPower (GPEC),27,13,0,Biomass,2021-03-20,20:07
Hull (HUL1),25,0,0,Biomass,2021-03-20,20:07
Innisfail (INF1),22,0,0,Biomass,2021-03-20,20:07
NRGreen (NRG3),16,12,0,Biomass,2021-03-20,20:07
Slave Lake (SLP1)*,9,6,0,Biomass,2021-03-20,20:07
Suffield (SUF1),23,0,0,Biomass,2021-03-20,20:07
Summerview (SUM1),10,0,10,Biomass,2021-03-20,20:07
Vauxhall (VXH1),22,0,0,Biomass,2021-03-20,20:07
Weldwood #1 (WWD1)*,50,38,0,Biomass,2021-03-20,20:07
Westfield Yellow Lake (WEF1),19,0,0,Biomass,2021-03-20,20:07
Westlock (WST1)*,18,10,0,Biomass,2021-03-20,20:07
Weyerhaeuser (WEY1),48,40,0,Biomass,2021-03-20,20:07
Whitecourt Power (EAGL),25,24,0,Biomass,2021-03-20,20:07
eReserve1 Rycroft (ERV1),20,0,17,Biomass,2021-03-20,20:07
﻿Battle River #4 (BR4),155,0,0,Coal,2021-03-20,20:09
Battle River #5 (BR5),385,0,0,Coal,2021-03-20,20:09
Genesee #1 (GN1),400,237,0,Coal,2021-03-20,20:09
Genesee #2 (GN2),400,203,0,Coal,2021-03-20,20:09
Genesee #3 (GN3),466,459,0,Coal,2021-03-20,20:09
Keephills #1 (KH1),395,201,67,Coal,2021-03-20,20:09
Keephills #2 (KH2),395,0,0,Coal,2021-03-20,20:09
Keephills #3 (KH3),463,0,0,Coal,2021-03-20,20:09
Sheerness #1 (SH1),400,0,0,Coal,2021-03-20,20:09
Sheerness #2 (SH2),400,138,0,Coal,2021-03-20,20:09
Sundance #4 (SD4),406,0,0,Coal,2021-03-20,20:09
Sundance #5 (SD5),406,0,0,Coal,2021-03-20,20:09
AB Newsprint (ANC1),63,0,0,Gas,2021-03-20,20:09
Bantry (ALP1),7,0,0,Gas,2021-03-20,20:09
Bellshill (BHL1),5,0,0,Gas,2021-03-20,20:09
Carson Creek (GEN5),15,8,0,Gas,2021-03-20,20:09
Cloverbar #1 (ENC1),48,0,0,Gas,2021-03-20,20:09
Cloverbar #2 (ENC2),101,0,0,Gas,2021-03-20,20:09
Cloverbar #3 (ENC3),101,0,0,Gas,2021-03-20,20:09
Crossfield Energy Centre #1 (CRS1),48,0,0,Gas,2021-03-20,20:09
Crossfield Energy Centre #2 (CRS2),48,0,0,Gas,2021-03-20,20:09
Crossfield Energy Centre #3 (CRS3),48,0,0,Gas,2021-03-20,20:09
Drywood (DRW1),6,0,0,Gas,2021-03-20,20:09
H.R. Milner (HRM),208,0,0,Gas,2021-03-20,20:09
Judy Creek (GEN6),15,0,0,Gas,2021-03-20,20:09
Lethbridge Burdett (ME03),7,0,6,Gas,2021-03-20,20:09
Lethbridge Coaldale (ME04),6,0,5,Gas,2021-03-20,20:09
Lethbridge Taber (ME02),8,0,6,Gas,2021-03-20,20:09
NPC1 Denis St. Pierre (NPC1),11,0,5,Gas,2021-03-20,20:09
NPC2 JL Landry (NPC2),9,0,0,Gas,2021-03-20,20:09
Northern Prairie Power Project (NPP1),105,0,0,Gas,2021-03-20,20:09
Parkland (ALP2),10,0,7,Gas,2021-03-20,20:09
Poplar Hill #1 (PH1),48,6,0,Gas,2021-03-20,20:09
Rainbow #5 (RB5),50,0,0,Gas,2021-03-20,20:09
Ralston (NAT1),20,0,17,Gas,2021-03-20,20:09
South Edmonton Terminal (SET1),20,0,0,Gas,2021-03-20,20:09
Sundance #6 (SD6) (Gas fired steam),401,345,0,Gas,2021-03-20,20:09
Valley View 1 (VVW1),50,0,0,Gas,2021-03-20,20:09
Valley View 2 (VVW2),50,29,15,Gas,2021-03-20,20:09
West Cadotte (WCD1),20,20,0,Gas,2021-03-20,20:09
West Pembina (PMB1)*,13,9,0,Gas,2021-03-20,20:09
Air Liquide Scotford #1 (ALS1),106,78,15,Gas,2021-03-20,20:09
AltaGas Harmattan (HMT1),45,39,0,Gas,2021-03-20,20:09
Base Plant (SCR1),50,33,0,Gas,2021-03-20,20:09
Bear Creek 1 (BCRK),64,59,0,Gas,2021-03-20,20:09
Bear Creek 2 (BCR2),36,28,0,Gas,2021-03-20,20:09
Blackfalds (BFD1),6,4,0,Gas,2021-03-20,20:09
CNRL Horizon (CNR5)*,203,192,0,Gas,2021-03-20,20:09
Camrose (CRG1)*,10,11,0,Gas,2021-03-20,20:09
Caroline (SHCG)*,19,0,0,Gas,2021-03-20,20:09
Carseland Cogen (TC01),95,77,0,Gas,2021-03-20,20:09
Christina Lake (CL01),100,90,0,Gas,2021-03-20,20:09
Coaldale (COD1),5,4,0,Gas,2021-03-20,20:09
Dow Hydrocarbon (DOWG),326,191,12,Gas,2021-03-20,20:09
Edson (TLM2),13,5,0,Gas,2021-03-20,20:09
Firebag (SCR6),497,428,20,Gas,2021-03-20,20:09
Fort Hills (FH1),199,186,0,Gas,2021-03-20,20:09
Foster Creek (EC04),98,73,0,Gas,2021-03-20,20:09
Joffre #1 (JOF1),474,349,20,Gas,2021-03-20,20:09
Kearl (IOR3),84,79,0,Gas,2021-03-20,20:09
Lindbergh (PEC1)*,16,14,0,Gas,2021-03-20,20:09
MEG1 Christina Lake (MEG1),202,163,0,Gas,2021-03-20,20:09
MacKay River (MKRC),207,185,0,Gas,2021-03-20,20:09
Mahkeses (IOR1),180,160,0,Gas,2021-03-20,20:09
Mulligan (MUL1)*,5,0,0,Gas,2021-03-20,20:09
Muskeg River (MKR1),202,174,0,Gas,2021-03-20,20:09
Nabiye (IOR2)*,195,166,0,Gas,2021-03-20,20:09
Nexen Inc #2 (NX02),220,173,0,Gas,2021-03-20,20:09
Poplar Creek (SCR5),376,340,0,Gas,2021-03-20,20:09
Primrose #1 (PR1),100,81,0,Gas,2021-03-20,20:09
Rainbow Lake #1 (RL1),47,10,0,Gas,2021-03-20,20:09
Redwater Cogen (TC02),92,77,0,Gas,2021-03-20,20:09
Saddle Hills (SDH1),10,0,0,Gas,2021-03-20,20:09
Scotford Upgrader (APS1),195,156,0,Gas,2021-03-20,20:09
Strathcona (IOR4)*,43,40,0,Gas,2021-03-20,20:09
Syncrude #1 (SCL1)*,510,378,0,Gas,2021-03-20,20:09
U of C Generator (UOC1)*,12,13,0,Gas,2021-03-20,20:09
University of Alberta (UOA1)*,39,10,0,Gas,2021-03-20,20:09
Cavalier (EC01),120,75,0,Gas,2021-03-20,20:09
ENMAX Calgary Energy Centre (CAL1),320,253,0,Gas,2021-03-20,20:09
Fort Nelson (FNG1),73,47,0,Gas,2021-03-20,20:09
Medicine Hat #1 (CMH1),255,163,0,Gas,2021-03-20,20:09
Nexen Inc #1 (NX01),120,44,0,Gas,2021-03-20,20:09
Shepard (EGC1),868,717,0,Gas,2021-03-20,20:09
Bighorn Hydro (BIG),120,38,10,Hydro,2021-03-20,20:09
Bow River Hydro (BOW1),320,103,45,Hydro,2021-03-20,20:09
Brazeau Hydro (BRA),350,69,168,Hydro,2021-03-20,20:09
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,20:09
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,20:09
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,20:09
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,20:09
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,20:09
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,20:09
Ardenville Wind (ARD1)*,68,68,0,Wind,2021-03-20,20:09
BUL1 Bull Creek (BUL1)*,13,13,0,Wind,2021-03-20,20:09
BUL2 Bull Creek (BUL2)*,16,13,0,Wind,2021-03-20,20:09
Blackspring Ridge (BSR1)*,300,295,0,Wind,2021-03-20,20:09
Blue Trail Wind (BTR1)*,66,66,0,Wind,2021-03-20,20:09
Castle River #1 (CR1)*,39,30,0,Wind,2021-03-20,20:09
Castle Rock Ridge 2 (CRR2)*,29,25,0,Wind,2021-03-20,20:09
Castle Rock Wind Farm (CRR1)*,77,77,0,Wind,2021-03-20,20:09
Cowley Ridge (CRE3)*,20,9,0,Wind,2021-03-20,20:09
Enmax Taber (TAB1)*,81,79,0,Wind,2021-03-20,20:09
Ghost Pine (NEP1)*,82,76,0,Wind,2021-03-20,20:09
Halkirk Wind Power Facility (HAL1)*,150,21,0,Wind,2021-03-20,20:09
Kettles Hill (KHW1)*,63,61,0,Wind,2021-03-20,20:09
McBride Lake Windfarm (AKE1)*,73,70,0,Wind,2021-03-20,20:09
Oldman 2 Wind Farm 1 (OWF1)*,46,46,0,Wind,2021-03-20,20:09
Riverview (RIV1)*,105,103,0,Wind,2021-03-20,20:09
Soderglen Wind  (GWW1)*,71,60,0,Wind,2021-03-20,20:09
Summerview 1 (IEW1)*,66,59,0,Wind,2021-03-20,20:09
Summerview 2 (IEW2)*,66,59,0,Wind,2021-03-20,20:09
Suncor Chin Chute (SCR3)*,30,28,0,Wind,2021-03-20,20:09
Suncor Magrath (SCR2)*,30,28,0,Wind,2021-03-20,20:09
Whitla (WHT1)*,202,194,0,Wind,2021-03-20,20:09
Wintering Hills (SCR4)*,88,82,0,Wind,2021-03-20,20:09
APF Athabasca (AFG1)*,131,71,10,Biomass,2021-03-20,20:09
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,20:09
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,20:09
Brooks Solar (BSC1),15,0,0,Biomass,2021-03-20,20:09
Cancarb Medicine Hat (CCMH),42,30,0,Biomass,2021-03-20,20:09
Claresholm 1 (CLR1),58,0,0,Biomass,2021-03-20,20:09
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,20:09
DAI1 Daishowa (DAI1),52,46,12,Biomass,2021-03-20,20:09
Gold Creek Facility (GOC1),5,0,0,Biomass,2021-03-20,20:09
Grande Prairie EcoPower (GPEC),27,13,0,Biomass,2021-03-20,20:09
Hull (HUL1),25,0,0,Biomass,2021-03-20,20:09
Innisfail (INF1),22,0,0,Biomass,2021-03-20,20:09
NRGreen (NRG3),16,12,0,Biomass,2021-03-20,20:09
Slave Lake (SLP1)*,9,6,0,Biomass,2021-03-20,20:09
Suffield (SUF1),23,0,0,Biomass,2021-03-20,20:09
Summerview (SUM1),10,0,10,Biomass,2021-03-20,20:09
Vauxhall (VXH1),22,0,0,Biomass,2021-03-20,20:09
Weldwood #1 (WWD1)*,50,38,0,Biomass,2021-03-20,20:09
Westfield Yellow Lake (WEF1),19,0,0,Biomass,2021-03-20,20:09
Westlock (WST1)*,18,10,0,Biomass,2021-03-20,20:09
Weyerhaeuser (WEY1),48,40,0,Biomass,2021-03-20,20:09
Whitecourt Power (EAGL),25,24,0,Biomass,2021-03-20,20:09
eReserve1 Rycroft (ERV1),20,0,17,Biomass,2021-03-20,20:09
﻿Battle River #4 (BR4),155,0,0,Coal,2021-03-20,20:11
Battle River #5 (BR5),385,0,0,Coal,2021-03-20,20:11
Genesee #1 (GN1),400,255,0,Coal,2021-03-20,20:11
Genesee #2 (GN2),400,203,0,Coal,2021-03-20,20:11
Genesee #3 (GN3),466,459,0,Coal,2021-03-20,20:11
Keephills #1 (KH1),395,201,67,Coal,2021-03-20,20:11
Keephills #2 (KH2),395,0,0,Coal,2021-03-20,20:11
Keephills #3 (KH3),463,0,0,Coal,2021-03-20,20:11
Sheerness #1 (SH1),400,0,0,Coal,2021-03-20,20:11
Sheerness #2 (SH2),400,138,0,Coal,2021-03-20,20:11
Sundance #4 (SD4),406,0,0,Coal,2021-03-20,20:11
Sundance #5 (SD5),406,0,0,Coal,2021-03-20,20:11
AB Newsprint (ANC1),63,0,0,Gas,2021-03-20,20:11
Bantry (ALP1),7,0,0,Gas,2021-03-20,20:11
Bellshill (BHL1),5,0,0,Gas,2021-03-20,20:11
Carson Creek (GEN5),15,8,0,Gas,2021-03-20,20:11
Cloverbar #1 (ENC1),48,0,0,Gas,2021-03-20,20:11
Cloverbar #2 (ENC2),101,0,0,Gas,2021-03-20,20:11
Cloverbar #3 (ENC3),101,0,0,Gas,2021-03-20,20:11
Crossfield Energy Centre #1 (CRS1),48,0,0,Gas,2021-03-20,20:11
Crossfield Energy Centre #2 (CRS2),48,0,0,Gas,2021-03-20,20:11
Crossfield Energy Centre #3 (CRS3),48,0,0,Gas,2021-03-20,20:11
Drywood (DRW1),6,0,0,Gas,2021-03-20,20:11
H.R. Milner (HRM),208,0,0,Gas,2021-03-20,20:11
Judy Creek (GEN6),15,0,0,Gas,2021-03-20,20:11
Lethbridge Burdett (ME03),7,0,6,Gas,2021-03-20,20:11
Lethbridge Coaldale (ME04),6,0,5,Gas,2021-03-20,20:11
Lethbridge Taber (ME02),8,0,6,Gas,2021-03-20,20:11
NPC1 Denis St. Pierre (NPC1),11,0,5,Gas,2021-03-20,20:11
NPC2 JL Landry (NPC2),9,0,0,Gas,2021-03-20,20:11
Northern Prairie Power Project (NPP1),105,0,0,Gas,2021-03-20,20:11
Parkland (ALP2),10,0,7,Gas,2021-03-20,20:11
Poplar Hill #1 (PH1),48,6,0,Gas,2021-03-20,20:11
Rainbow #5 (RB5),50,0,0,Gas,2021-03-20,20:11
Ralston (NAT1),20,0,17,Gas,2021-03-20,20:11
South Edmonton Terminal (SET1),20,0,0,Gas,2021-03-20,20:11
Sundance #6 (SD6) (Gas fired steam),401,349,0,Gas,2021-03-20,20:11
Valley View 1 (VVW1),50,0,0,Gas,2021-03-20,20:11
Valley View 2 (VVW2),50,29,15,Gas,2021-03-20,20:11
West Cadotte (WCD1),20,20,0,Gas,2021-03-20,20:11
West Pembina (PMB1)*,13,9,0,Gas,2021-03-20,20:11
Air Liquide Scotford #1 (ALS1),106,79,15,Gas,2021-03-20,20:11
AltaGas Harmattan (HMT1),45,39,0,Gas,2021-03-20,20:11
Base Plant (SCR1),50,33,0,Gas,2021-03-20,20:11
Bear Creek 1 (BCRK),64,59,0,Gas,2021-03-20,20:11
Bear Creek 2 (BCR2),36,28,0,Gas,2021-03-20,20:11
Blackfalds (BFD1),6,4,0,Gas,2021-03-20,20:11
CNRL Horizon (CNR5)*,203,191,0,Gas,2021-03-20,20:11
Camrose (CRG1)*,10,11,0,Gas,2021-03-20,20:11
Caroline (SHCG)*,19,0,0,Gas,2021-03-20,20:11
Carseland Cogen (TC01),95,77,0,Gas,2021-03-20,20:11
Christina Lake (CL01),100,90,0,Gas,2021-03-20,20:11
Coaldale (COD1),5,4,0,Gas,2021-03-20,20:11
Dow Hydrocarbon (DOWG),326,191,12,Gas,2021-03-20,20:11
Edson (TLM2),13,5,0,Gas,2021-03-20,20:11
Firebag (SCR6),497,429,20,Gas,2021-03-20,20:11
Fort Hills (FH1),199,186,0,Gas,2021-03-20,20:11
Foster Creek (EC04),98,73,0,Gas,2021-03-20,20:11
Joffre #1 (JOF1),474,349,20,Gas,2021-03-20,20:11
Kearl (IOR3),84,79,0,Gas,2021-03-20,20:11
Lindbergh (PEC1)*,16,14,0,Gas,2021-03-20,20:11
MEG1 Christina Lake (MEG1),202,163,0,Gas,2021-03-20,20:11
MacKay River (MKRC),207,185,0,Gas,2021-03-20,20:11
Mahkeses (IOR1),180,160,0,Gas,2021-03-20,20:11
Mulligan (MUL1)*,5,0,0,Gas,2021-03-20,20:11
Muskeg River (MKR1),202,174,0,Gas,2021-03-20,20:11
Nabiye (IOR2)*,195,166,0,Gas,2021-03-20,20:11
Nexen Inc #2 (NX02),220,173,0,Gas,2021-03-20,20:11
Poplar Creek (SCR5),376,340,0,Gas,2021-03-20,20:11
Primrose #1 (PR1),100,81,0,Gas,2021-03-20,20:11
Rainbow Lake #1 (RL1),47,10,0,Gas,2021-03-20,20:11
Redwater Cogen (TC02),92,77,0,Gas,2021-03-20,20:11
Saddle Hills (SDH1),10,0,0,Gas,2021-03-20,20:11
Scotford Upgrader (APS1),195,156,0,Gas,2021-03-20,20:11
Strathcona (IOR4)*,43,40,0,Gas,2021-03-20,20:11
Syncrude #1 (SCL1)*,510,378,0,Gas,2021-03-20,20:11
U of C Generator (UOC1)*,12,13,0,Gas,2021-03-20,20:11
University of Alberta (UOA1)*,39,10,0,Gas,2021-03-20,20:11
Cavalier (EC01),120,71,0,Gas,2021-03-20,20:11
ENMAX Calgary Energy Centre (CAL1),320,253,0,Gas,2021-03-20,20:11
Fort Nelson (FNG1),73,47,0,Gas,2021-03-20,20:11
Medicine Hat #1 (CMH1),255,164,0,Gas,2021-03-20,20:11
Nexen Inc #1 (NX01),120,45,0,Gas,2021-03-20,20:11
Shepard (EGC1),868,719,0,Gas,2021-03-20,20:11
Bighorn Hydro (BIG),120,37,10,Hydro,2021-03-20,20:11
Bow River Hydro (BOW1),320,103,45,Hydro,2021-03-20,20:11
Brazeau Hydro (BRA),350,66,168,Hydro,2021-03-20,20:11
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,20:11
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,20:11
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,20:11
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,20:11
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,20:11
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,20:11
Ardenville Wind (ARD1)*,68,68,0,Wind,2021-03-20,20:11
BUL1 Bull Creek (BUL1)*,13,13,0,Wind,2021-03-20,20:11
BUL2 Bull Creek (BUL2)*,16,12,0,Wind,2021-03-20,20:11
Blackspring Ridge (BSR1)*,300,295,0,Wind,2021-03-20,20:11
Blue Trail Wind (BTR1)*,66,65,0,Wind,2021-03-20,20:11
Castle River #1 (CR1)*,39,30,0,Wind,2021-03-20,20:11
Castle Rock Ridge 2 (CRR2)*,29,25,0,Wind,2021-03-20,20:11
Castle Rock Wind Farm (CRR1)*,77,77,0,Wind,2021-03-20,20:11
Cowley Ridge (CRE3)*,20,7,0,Wind,2021-03-20,20:11
Enmax Taber (TAB1)*,81,79,0,Wind,2021-03-20,20:11
Ghost Pine (NEP1)*,82,78,0,Wind,2021-03-20,20:11
Halkirk Wind Power Facility (HAL1)*,150,19,0,Wind,2021-03-20,20:11
Kettles Hill (KHW1)*,63,61,0,Wind,2021-03-20,20:11
McBride Lake Windfarm (AKE1)*,73,70,0,Wind,2021-03-20,20:11
Oldman 2 Wind Farm 1 (OWF1)*,46,46,0,Wind,2021-03-20,20:11
Riverview (RIV1)*,105,103,0,Wind,2021-03-20,20:11
Soderglen Wind  (GWW1)*,71,59,0,Wind,2021-03-20,20:11
Summerview 1 (IEW1)*,66,59,0,Wind,2021-03-20,20:11
Summerview 2 (IEW2)*,66,59,0,Wind,2021-03-20,20:11
Suncor Chin Chute (SCR3)*,30,28,0,Wind,2021-03-20,20:11
Suncor Magrath (SCR2)*,30,28,0,Wind,2021-03-20,20:11
Whitla (WHT1)*,202,194,0,Wind,2021-03-20,20:11
Wintering Hills (SCR4)*,88,83,0,Wind,2021-03-20,20:11
APF Athabasca (AFG1)*,131,73,10,Biomass,2021-03-20,20:11
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,20:11
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,20:11
Brooks Solar (BSC1),15,0,0,Biomass,2021-03-20,20:11
Cancarb Medicine Hat (CCMH),42,30,0,Biomass,2021-03-20,20:11
Claresholm 1 (CLR1),58,0,0,Biomass,2021-03-20,20:11
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,20:11
DAI1 Daishowa (DAI1),52,47,12,Biomass,2021-03-20,20:11
Gold Creek Facility (GOC1),5,0,0,Biomass,2021-03-20,20:11
Grande Prairie EcoPower (GPEC),27,13,0,Biomass,2021-03-20,20:11
Hull (HUL1),25,0,0,Biomass,2021-03-20,20:11
Innisfail (INF1),22,0,0,Biomass,2021-03-20,20:11
NRGreen (NRG3),16,12,0,Biomass,2021-03-20,20:11
Slave Lake (SLP1)*,9,6,0,Biomass,2021-03-20,20:11
Suffield (SUF1),23,0,0,Biomass,2021-03-20,20:11
Summerview (SUM1),10,0,10,Biomass,2021-03-20,20:11
Vauxhall (VXH1),22,0,0,Biomass,2021-03-20,20:11
Weldwood #1 (WWD1)*,50,38,0,Biomass,2021-03-20,20:11
Westfield Yellow Lake (WEF1),19,0,0,Biomass,2021-03-20,20:11
Westlock (WST1)*,18,10,0,Biomass,2021-03-20,20:11
Weyerhaeuser (WEY1),48,41,0,Biomass,2021-03-20,20:11
Whitecourt Power (EAGL),25,25,0,Biomass,2021-03-20,20:11
eReserve1 Rycroft (ERV1),20,0,17,Biomass,2021-03-20,20:11
﻿Battle River #4 (BR4),155,0,0,Coal,2021-03-20,20:13
Battle River #5 (BR5),385,0,0,Coal,2021-03-20,20:13
Genesee #1 (GN1),400,261,0,Coal,2021-03-20,20:13
Genesee #2 (GN2),400,203,0,Coal,2021-03-20,20:13
Genesee #3 (GN3),466,460,0,Coal,2021-03-20,20:13
Keephills #1 (KH1),395,201,67,Coal,2021-03-20,20:13
Keephills #2 (KH2),395,0,0,Coal,2021-03-20,20:13
Keephills #3 (KH3),463,0,0,Coal,2021-03-20,20:13
