ASSET,MC,TNG,DCR,Energy,Date,Time
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,12:38
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,12:38
Brooks Solar (BSC1),15,14,0,Biomass,2021-03-20,12:38
Cancarb Medicine Hat (CCMH),42,25,0,Biomass,2021-03-20,12:38
Claresholm 1 (CLR1),58,58,0,Biomass,2021-03-20,12:38
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,12:38
DAI1 Daishowa (DAI1),52,46,12,Biomass,2021-03-20,12:38
Gold Creek Facility (GOC1),5,0,0,Biomass,2021-03-20,12:38
Grande Prairie EcoPower (GPEC),27,14,0,Biomass,2021-03-20,12:38
Hull (HUL1),25,19,0,Biomass,2021-03-20,12:38
Innisfail (INF1),22,22,0,Biomass,2021-03-20,12:38
NRGreen (NRG3),16,11,0,Biomass,2021-03-20,12:38
Slave Lake (SLP1)*,9,6,0,Biomass,2021-03-20,12:38
Suffield (SUF1),23,22,0,Biomass,2021-03-20,12:38
Summerview (SUM1),10,0,10,Biomass,2021-03-20,12:38
Vauxhall (VXH1),22,17,0,Biomass,2021-03-20,12:38
Weldwood #1 (WWD1)*,50,39,0,Biomass,2021-03-20,12:38
Westfield Yellow Lake (WEF1),19,0,0,Biomass,2021-03-20,12:38
Westlock (WST1)*,18,11,0,Biomass,2021-03-20,12:38
Weyerhaeuser (WEY1),48,39,0,Biomass,2021-03-20,12:38
Whitecourt Power (EAGL),25,22,0,Biomass,2021-03-20,12:38
eReserve1 Rycroft (ERV1),20,0,17,Biomass,2021-03-20,12:38
﻿Battle River #4 (BR4),155,0,0,Coal,2021-03-20,12:40
Battle River #5 (BR5),385,0,0,Coal,2021-03-20,12:40
Genesee #1 (GN1),400,261,0,Coal,2021-03-20,12:40
Genesee #2 (GN2),400,200,0,Coal,2021-03-20,12:40
Genesee #3 (GN3),466,461,0,Coal,2021-03-20,12:40
Keephills #1 (KH1),395,201,67,Coal,2021-03-20,12:40
Keephills #2 (KH2),395,0,0,Coal,2021-03-20,12:40
Keephills #3 (KH3),463,0,0,Coal,2021-03-20,12:40
Sheerness #1 (SH1),400,0,0,Coal,2021-03-20,12:40
Sheerness #2 (SH2),400,137,0,Coal,2021-03-20,12:40
Sundance #4 (SD4),406,0,0,Coal,2021-03-20,12:40
Sundance #5 (SD5),406,0,0,Coal,2021-03-20,12:40
AB Newsprint (ANC1),63,0,0,Gas,2021-03-20,12:40
Bantry (ALP1),7,0,0,Gas,2021-03-20,12:40
Bellshill (BHL1),5,0,0,Gas,2021-03-20,12:40
Carson Creek (GEN5),15,8,0,Gas,2021-03-20,12:40
Cloverbar #1 (ENC1),48,0,0,Gas,2021-03-20,12:40
Cloverbar #2 (ENC2),101,0,0,Gas,2021-03-20,12:40
Cloverbar #3 (ENC3),101,0,0,Gas,2021-03-20,12:40
Crossfield Energy Centre #1 (CRS1),48,0,0,Gas,2021-03-20,12:40
Crossfield Energy Centre #2 (CRS2),48,0,0,Gas,2021-03-20,12:40
Crossfield Energy Centre #3 (CRS3),48,0,0,Gas,2021-03-20,12:40
Drywood (DRW1),6,0,0,Gas,2021-03-20,12:40
H.R. Milner (HRM),208,0,0,Gas,2021-03-20,12:40
Judy Creek (GEN6),15,0,0,Gas,2021-03-20,12:40
Lethbridge Burdett (ME03),7,0,6,Gas,2021-03-20,12:40
Lethbridge Coaldale (ME04),6,0,5,Gas,2021-03-20,12:40
Lethbridge Taber (ME02),8,0,6,Gas,2021-03-20,12:40
NPC1 Denis St. Pierre (NPC1),11,0,5,Gas,2021-03-20,12:40
NPC2 JL Landry (NPC2),9,0,0,Gas,2021-03-20,12:40
Northern Prairie Power Project (NPP1),105,0,0,Gas,2021-03-20,12:40
Parkland (ALP2),10,0,7,Gas,2021-03-20,12:40
Poplar Hill #1 (PH1),48,5,0,Gas,2021-03-20,12:40
Rainbow #5 (RB5),50,48,0,Gas,2021-03-20,12:40
Ralston (NAT1),20,0,17,Gas,2021-03-20,12:40
South Edmonton Terminal (SET1),20,0,0,Gas,2021-03-20,12:40
Sundance #6 (SD6) (Gas fired steam),401,349,0,Gas,2021-03-20,12:40
Valley View 1 (VVW1),50,0,0,Gas,2021-03-20,12:40
Valley View 2 (VVW2),50,29,15,Gas,2021-03-20,12:40
West Cadotte (WCD1),20,20,0,Gas,2021-03-20,12:40
West Pembina (PMB1)*,13,8,0,Gas,2021-03-20,12:40
Air Liquide Scotford #1 (ALS1),106,73,15,Gas,2021-03-20,12:40
AltaGas Harmattan (HMT1),45,39,0,Gas,2021-03-20,12:40
Base Plant (SCR1),50,33,0,Gas,2021-03-20,12:40
Bear Creek 1 (BCRK),64,57,0,Gas,2021-03-20,12:40
Bear Creek 2 (BCR2),36,29,0,Gas,2021-03-20,12:40
Blackfalds (BFD1),6,4,0,Gas,2021-03-20,12:40
CNRL Horizon (CNR5)*,203,189,0,Gas,2021-03-20,12:40
Camrose (CRG1)*,10,11,0,Gas,2021-03-20,12:40
Caroline (SHCG)*,19,0,0,Gas,2021-03-20,12:40
Carseland Cogen (TC01),95,75,0,Gas,2021-03-20,12:40
Christina Lake (CL01),100,83,0,Gas,2021-03-20,12:40
Coaldale (COD1),5,4,0,Gas,2021-03-20,12:40
Dow Hydrocarbon (DOWG),326,184,12,Gas,2021-03-20,12:40
Edson (TLM2),13,5,0,Gas,2021-03-20,12:40
Firebag (SCR6),497,413,20,Gas,2021-03-20,12:40
Fort Hills (FH1),199,182,0,Gas,2021-03-20,12:40
Foster Creek (EC04),98,71,0,Gas,2021-03-20,12:40
Joffre #1 (JOF1),474,347,20,Gas,2021-03-20,12:40
Kearl (IOR3),84,76,0,Gas,2021-03-20,12:40
Lindbergh (PEC1)*,16,14,0,Gas,2021-03-20,12:40
MEG1 Christina Lake (MEG1),202,156,0,Gas,2021-03-20,12:40
MacKay River (MKRC),207,180,0,Gas,2021-03-20,12:40
Mahkeses (IOR1),180,161,0,Gas,2021-03-20,12:40
Mulligan (MUL1)*,5,5,0,Gas,2021-03-20,12:40
Muskeg River (MKR1),202,170,0,Gas,2021-03-20,12:40
Nabiye (IOR2)*,195,163,0,Gas,2021-03-20,12:40
Nexen Inc #2 (NX02),220,171,0,Gas,2021-03-20,12:40
Poplar Creek (SCR5),376,334,0,Gas,2021-03-20,12:40
Primrose #1 (PR1),100,80,0,Gas,2021-03-20,12:40
Rainbow Lake #1 (RL1),47,0,0,Gas,2021-03-20,12:40
Redwater Cogen (TC02),92,78,0,Gas,2021-03-20,12:40
Saddle Hills (SDH1),10,0,0,Gas,2021-03-20,12:40
Scotford Upgrader (APS1),195,156,0,Gas,2021-03-20,12:40
Strathcona (IOR4)*,43,40,0,Gas,2021-03-20,12:40
Syncrude #1 (SCL1)*,510,371,0,Gas,2021-03-20,12:40
U of C Generator (UOC1)*,12,13,0,Gas,2021-03-20,12:40
University of Alberta (UOA1)*,39,11,0,Gas,2021-03-20,12:40
Cavalier (EC01),120,67,0,Gas,2021-03-20,12:40
ENMAX Calgary Energy Centre (CAL1),320,251,0,Gas,2021-03-20,12:40
Fort Nelson (FNG1),73,47,0,Gas,2021-03-20,12:40
Medicine Hat #1 (CMH1),255,165,0,Gas,2021-03-20,12:40
Nexen Inc #1 (NX01),120,45,0,Gas,2021-03-20,12:40
Shepard (EGC1),868,708,0,Gas,2021-03-20,12:40
Bighorn Hydro (BIG),120,37,10,Hydro,2021-03-20,12:40
Bow River Hydro (BOW1),320,105,35,Hydro,2021-03-20,12:40
Brazeau Hydro (BRA),350,45,178,Hydro,2021-03-20,12:40
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,12:40
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,12:40
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,12:40
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,12:40
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,12:40
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,12:40
Ardenville Wind (ARD1)*,68,42,0,Wind,2021-03-20,12:40
BUL1 Bull Creek (BUL1)*,13,12,0,Wind,2021-03-20,12:40
BUL2 Bull Creek (BUL2)*,16,13,0,Wind,2021-03-20,12:40
Blackspring Ridge (BSR1)*,300,290,0,Wind,2021-03-20,12:40
Blue Trail Wind (BTR1)*,66,63,0,Wind,2021-03-20,12:40
Castle River #1 (CR1)*,39,36,0,Wind,2021-03-20,12:40
Castle Rock Ridge 2 (CRR2)*,29,29,0,Wind,2021-03-20,12:40
Castle Rock Wind Farm (CRR1)*,77,76,0,Wind,2021-03-20,12:40
Cowley Ridge (CRE3)*,20,18,0,Wind,2021-03-20,12:40
Enmax Taber (TAB1)*,81,68,0,Wind,2021-03-20,12:40
Ghost Pine (NEP1)*,82,38,0,Wind,2021-03-20,12:40
Halkirk Wind Power Facility (HAL1)*,150,25,0,Wind,2021-03-20,12:40
Kettles Hill (KHW1)*,63,60,0,Wind,2021-03-20,12:40
McBride Lake Windfarm (AKE1)*,73,57,0,Wind,2021-03-20,12:40
Oldman 2 Wind Farm 1 (OWF1)*,46,46,0,Wind,2021-03-20,12:40
Riverview (RIV1)*,105,103,0,Wind,2021-03-20,12:40
Soderglen Wind  (GWW1)*,71,47,0,Wind,2021-03-20,12:40
Summerview 1 (IEW1)*,66,57,0,Wind,2021-03-20,12:40
Summerview 2 (IEW2)*,66,56,0,Wind,2021-03-20,12:40
Suncor Chin Chute (SCR3)*,30,24,0,Wind,2021-03-20,12:40
Suncor Magrath (SCR2)*,30,26,0,Wind,2021-03-20,12:40
Whitla (WHT1)*,202,147,0,Wind,2021-03-20,12:40
Wintering Hills (SCR4)*,88,14,0,Wind,2021-03-20,12:40
APF Athabasca (AFG1)*,131,70,10,Biomass,2021-03-20,12:40
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,12:40
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,12:40
Brooks Solar (BSC1),15,14,0,Biomass,2021-03-20,12:40
Cancarb Medicine Hat (CCMH),42,26,0,Biomass,2021-03-20,12:40
Claresholm 1 (CLR1),58,57,0,Biomass,2021-03-20,12:40
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,12:40
DAI1 Daishowa (DAI1),52,45,12,Biomass,2021-03-20,12:40
Gold Creek Facility (GOC1),5,0,0,Biomass,2021-03-20,12:40
Grande Prairie EcoPower (GPEC),27,14,0,Biomass,2021-03-20,12:40
Hull (HUL1),25,19,0,Biomass,2021-03-20,12:40
Innisfail (INF1),22,22,0,Biomass,2021-03-20,12:40
NRGreen (NRG3),16,11,0,Biomass,2021-03-20,12:40
Slave Lake (SLP1)*,9,6,0,Biomass,2021-03-20,12:40
Suffield (SUF1),23,22,0,Biomass,2021-03-20,12:40
Summerview (SUM1),10,0,10,Biomass,2021-03-20,12:40
Vauxhall (VXH1),22,17,0,Biomass,2021-03-20,12:40
Weldwood #1 (WWD1)*,50,38,0,Biomass,2021-03-20,12:40
Westfield Yellow Lake (WEF1),19,0,0,Biomass,2021-03-20,12:40
Westlock (WST1)*,18,11,0,Biomass,2021-03-20,12:40
Weyerhaeuser (WEY1),48,39,0,Biomass,2021-03-20,12:40
Whitecourt Power (EAGL),25,21,0,Biomass,2021-03-20,12:40
eReserve1 Rycroft (ERV1),20,0,17,Biomass,2021-03-20,12:40
﻿Battle River #4 (BR4),155,0,0,Coal,2021-03-20,12:42
Battle River #5 (BR5),385,0,0,Coal,2021-03-20,12:42
Genesee #1 (GN1),400,270,0,Coal,2021-03-20,12:42
Genesee #2 (GN2),400,203,0,Coal,2021-03-20,12:42
Genesee #3 (GN3),466,461,0,Coal,2021-03-20,12:42
Keephills #1 (KH1),395,200,67,Coal,2021-03-20,12:42
Keephills #2 (KH2),395,0,0,Coal,2021-03-20,12:42
Keephills #3 (KH3),463,0,0,Coal,2021-03-20,12:42
Sheerness #1 (SH1),400,0,0,Coal,2021-03-20,12:42
Sheerness #2 (SH2),400,137,0,Coal,2021-03-20,12:42
Sundance #4 (SD4),406,0,0,Coal,2021-03-20,12:42
Sundance #5 (SD5),406,0,0,Coal,2021-03-20,12:42
AB Newsprint (ANC1),63,0,0,Gas,2021-03-20,12:42
Bantry (ALP1),7,0,0,Gas,2021-03-20,12:42
Bellshill (BHL1),5,0,0,Gas,2021-03-20,12:42
Carson Creek (GEN5),15,8,0,Gas,2021-03-20,12:42
Cloverbar #1 (ENC1),48,0,0,Gas,2021-03-20,12:42
Cloverbar #2 (ENC2),101,0,0,Gas,2021-03-20,12:42
Cloverbar #3 (ENC3),101,0,0,Gas,2021-03-20,12:42
Crossfield Energy Centre #1 (CRS1),48,0,0,Gas,2021-03-20,12:42
Crossfield Energy Centre #2 (CRS2),48,0,0,Gas,2021-03-20,12:42
Crossfield Energy Centre #3 (CRS3),48,0,0,Gas,2021-03-20,12:42
Drywood (DRW1),6,0,0,Gas,2021-03-20,12:42
H.R. Milner (HRM),208,0,0,Gas,2021-03-20,12:42
Judy Creek (GEN6),15,0,0,Gas,2021-03-20,12:42
Lethbridge Burdett (ME03),7,0,6,Gas,2021-03-20,12:42
Lethbridge Coaldale (ME04),6,0,5,Gas,2021-03-20,12:42
Lethbridge Taber (ME02),8,0,6,Gas,2021-03-20,12:42
NPC1 Denis St. Pierre (NPC1),11,0,5,Gas,2021-03-20,12:42
NPC2 JL Landry (NPC2),9,0,0,Gas,2021-03-20,12:42
Northern Prairie Power Project (NPP1),105,0,0,Gas,2021-03-20,12:42
Parkland (ALP2),10,0,7,Gas,2021-03-20,12:42
Poplar Hill #1 (PH1),48,5,0,Gas,2021-03-20,12:42
Rainbow #5 (RB5),50,48,0,Gas,2021-03-20,12:42
Ralston (NAT1),20,0,17,Gas,2021-03-20,12:42
South Edmonton Terminal (SET1),20,0,0,Gas,2021-03-20,12:42
Sundance #6 (SD6) (Gas fired steam),401,348,0,Gas,2021-03-20,12:42
Valley View 1 (VVW1),50,0,0,Gas,2021-03-20,12:42
Valley View 2 (VVW2),50,29,15,Gas,2021-03-20,12:42
West Cadotte (WCD1),20,20,0,Gas,2021-03-20,12:42
West Pembina (PMB1)*,13,8,0,Gas,2021-03-20,12:42
Air Liquide Scotford #1 (ALS1),106,73,15,Gas,2021-03-20,12:42
AltaGas Harmattan (HMT1),45,39,0,Gas,2021-03-20,12:42
Base Plant (SCR1),50,33,0,Gas,2021-03-20,12:42
Bear Creek 1 (BCRK),64,57,0,Gas,2021-03-20,12:42
Bear Creek 2 (BCR2),36,29,0,Gas,2021-03-20,12:42
Blackfalds (BFD1),6,3,0,Gas,2021-03-20,12:42
CNRL Horizon (CNR5)*,203,189,0,Gas,2021-03-20,12:42
Camrose (CRG1)*,10,10,0,Gas,2021-03-20,12:42
Caroline (SHCG)*,19,0,0,Gas,2021-03-20,12:42
Carseland Cogen (TC01),95,75,0,Gas,2021-03-20,12:42
Christina Lake (CL01),100,82,0,Gas,2021-03-20,12:42
Coaldale (COD1),5,4,0,Gas,2021-03-20,12:42
Dow Hydrocarbon (DOWG),326,185,12,Gas,2021-03-20,12:42
Edson (TLM2),13,5,0,Gas,2021-03-20,12:42
Firebag (SCR6),497,413,20,Gas,2021-03-20,12:42
Fort Hills (FH1),199,182,0,Gas,2021-03-20,12:42
Foster Creek (EC04),98,71,0,Gas,2021-03-20,12:42
Joffre #1 (JOF1),474,347,20,Gas,2021-03-20,12:42
Kearl (IOR3),84,76,0,Gas,2021-03-20,12:42
Lindbergh (PEC1)*,16,14,0,Gas,2021-03-20,12:42
MEG1 Christina Lake (MEG1),202,155,0,Gas,2021-03-20,12:42
MacKay River (MKRC),207,180,0,Gas,2021-03-20,12:42
Mahkeses (IOR1),180,161,0,Gas,2021-03-20,12:42
Mulligan (MUL1)*,5,5,0,Gas,2021-03-20,12:42
Muskeg River (MKR1),202,170,0,Gas,2021-03-20,12:42
Nabiye (IOR2)*,195,163,0,Gas,2021-03-20,12:42
Nexen Inc #2 (NX02),220,171,0,Gas,2021-03-20,12:42
Poplar Creek (SCR5),376,333,0,Gas,2021-03-20,12:42
Primrose #1 (PR1),100,80,0,Gas,2021-03-20,12:42
Rainbow Lake #1 (RL1),47,0,0,Gas,2021-03-20,12:42
Redwater Cogen (TC02),92,78,0,Gas,2021-03-20,12:42
Saddle Hills (SDH1),10,0,0,Gas,2021-03-20,12:42
Scotford Upgrader (APS1),195,156,0,Gas,2021-03-20,12:42
Strathcona (IOR4)*,43,40,0,Gas,2021-03-20,12:42
Syncrude #1 (SCL1)*,510,371,0,Gas,2021-03-20,12:42
U of C Generator (UOC1)*,12,13,0,Gas,2021-03-20,12:42
University of Alberta (UOA1)*,39,11,0,Gas,2021-03-20,12:42
Cavalier (EC01),120,52,0,Gas,2021-03-20,12:42
ENMAX Calgary Energy Centre (CAL1),320,251,0,Gas,2021-03-20,12:42
Fort Nelson (FNG1),73,47,0,Gas,2021-03-20,12:42
Medicine Hat #1 (CMH1),255,165,0,Gas,2021-03-20,12:42
Nexen Inc #1 (NX01),120,41,0,Gas,2021-03-20,12:42
Shepard (EGC1),868,707,0,Gas,2021-03-20,12:42
Bighorn Hydro (BIG),120,36,10,Hydro,2021-03-20,12:42
Bow River Hydro (BOW1),320,103,35,Hydro,2021-03-20,12:42
Brazeau Hydro (BRA),350,32,178,Hydro,2021-03-20,12:42
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,12:42
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,12:42
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,12:42
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,12:42
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,12:42
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,12:42
Ardenville Wind (ARD1)*,68,35,0,Wind,2021-03-20,12:42
BUL1 Bull Creek (BUL1)*,13,10,0,Wind,2021-03-20,12:42
BUL2 Bull Creek (BUL2)*,16,13,0,Wind,2021-03-20,12:42
Blackspring Ridge (BSR1)*,300,290,0,Wind,2021-03-20,12:42
Blue Trail Wind (BTR1)*,66,64,0,Wind,2021-03-20,12:42
Castle River #1 (CR1)*,39,36,0,Wind,2021-03-20,12:42
Castle Rock Ridge 2 (CRR2)*,29,29,0,Wind,2021-03-20,12:42
Castle Rock Wind Farm (CRR1)*,77,77,0,Wind,2021-03-20,12:42
Cowley Ridge (CRE3)*,20,18,0,Wind,2021-03-20,12:42
Enmax Taber (TAB1)*,81,74,0,Wind,2021-03-20,12:42
Ghost Pine (NEP1)*,82,39,0,Wind,2021-03-20,12:42
Halkirk Wind Power Facility (HAL1)*,150,27,0,Wind,2021-03-20,12:42
Kettles Hill (KHW1)*,63,56,0,Wind,2021-03-20,12:42
McBride Lake Windfarm (AKE1)*,73,55,0,Wind,2021-03-20,12:42
Oldman 2 Wind Farm 1 (OWF1)*,46,46,0,Wind,2021-03-20,12:42
Riverview (RIV1)*,105,99,0,Wind,2021-03-20,12:42
Soderglen Wind  (GWW1)*,71,49,0,Wind,2021-03-20,12:42
Summerview 1 (IEW1)*,66,57,0,Wind,2021-03-20,12:42
Summerview 2 (IEW2)*,66,55,0,Wind,2021-03-20,12:42
Suncor Chin Chute (SCR3)*,30,21,0,Wind,2021-03-20,12:42
Suncor Magrath (SCR2)*,30,23,0,Wind,2021-03-20,12:42
Whitla (WHT1)*,202,145,0,Wind,2021-03-20,12:42
Wintering Hills (SCR4)*,88,12,0,Wind,2021-03-20,12:42
APF Athabasca (AFG1)*,131,70,10,Biomass,2021-03-20,12:42
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,12:42
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,12:42
Brooks Solar (BSC1),15,14,0,Biomass,2021-03-20,12:42
Cancarb Medicine Hat (CCMH),42,25,0,Biomass,2021-03-20,12:42
Claresholm 1 (CLR1),58,56,0,Biomass,2021-03-20,12:42
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,12:42
DAI1 Daishowa (DAI1),52,46,12,Biomass,2021-03-20,12:42
Gold Creek Facility (GOC1),5,0,0,Biomass,2021-03-20,12:42
Grande Prairie EcoPower (GPEC),27,14,0,Biomass,2021-03-20,12:42
Hull (HUL1),25,19,0,Biomass,2021-03-20,12:42
Innisfail (INF1),22,22,0,Biomass,2021-03-20,12:42
NRGreen (NRG3),16,11,0,Biomass,2021-03-20,12:42
Slave Lake (SLP1)*,9,6,0,Biomass,2021-03-20,12:42
Suffield (SUF1),23,22,0,Biomass,2021-03-20,12:42
Summerview (SUM1),10,0,10,Biomass,2021-03-20,12:42
Vauxhall (VXH1),22,17,0,Biomass,2021-03-20,12:42
Weldwood #1 (WWD1)*,50,39,0,Biomass,2021-03-20,12:42
Westfield Yellow Lake (WEF1),19,0,0,Biomass,2021-03-20,12:42
Westlock (WST1)*,18,11,0,Biomass,2021-03-20,12:42
Weyerhaeuser (WEY1),48,39,0,Biomass,2021-03-20,12:42
Whitecourt Power (EAGL),25,22,0,Biomass,2021-03-20,12:42
eReserve1 Rycroft (ERV1),20,0,17,Biomass,2021-03-20,12:42
﻿Battle River #4 (BR4),155,0,0,Coal,2021-03-20,12:44
Battle River #5 (BR5),385,0,0,Coal,2021-03-20,12:44
Genesee #1 (GN1),400,259,0,Coal,2021-03-20,12:44
Genesee #2 (GN2),400,203,0,Coal,2021-03-20,12:44
Genesee #3 (GN3),466,462,0,Coal,2021-03-20,12:44
Keephills #1 (KH1),395,202,67,Coal,2021-03-20,12:44
Keephills #2 (KH2),395,0,0,Coal,2021-03-20,12:44
Keephills #3 (KH3),463,0,0,Coal,2021-03-20,12:44
Sheerness #1 (SH1),400,0,0,Coal,2021-03-20,12:44
Sheerness #2 (SH2),400,137,0,Coal,2021-03-20,12:44
Sundance #4 (SD4),406,0,0,Coal,2021-03-20,12:44
Sundance #5 (SD5),406,0,0,Coal,2021-03-20,12:44
AB Newsprint (ANC1),63,0,0,Gas,2021-03-20,12:44
Bantry (ALP1),7,0,0,Gas,2021-03-20,12:44
Bellshill (BHL1),5,0,0,Gas,2021-03-20,12:44
Carson Creek (GEN5),15,8,0,Gas,2021-03-20,12:44
Cloverbar #1 (ENC1),48,0,0,Gas,2021-03-20,12:44
Cloverbar #2 (ENC2),101,0,0,Gas,2021-03-20,12:44
Cloverbar #3 (ENC3),101,0,0,Gas,2021-03-20,12:44
Crossfield Energy Centre #1 (CRS1),48,0,0,Gas,2021-03-20,12:44
Crossfield Energy Centre #2 (CRS2),48,0,0,Gas,2021-03-20,12:44
Crossfield Energy Centre #3 (CRS3),48,0,0,Gas,2021-03-20,12:44
Drywood (DRW1),6,0,0,Gas,2021-03-20,12:44
H.R. Milner (HRM),208,0,0,Gas,2021-03-20,12:44
Judy Creek (GEN6),15,0,0,Gas,2021-03-20,12:44
Lethbridge Burdett (ME03),7,0,6,Gas,2021-03-20,12:44
Lethbridge Coaldale (ME04),6,0,5,Gas,2021-03-20,12:44
Lethbridge Taber (ME02),8,0,6,Gas,2021-03-20,12:44
NPC1 Denis St. Pierre (NPC1),11,0,5,Gas,2021-03-20,12:44
NPC2 JL Landry (NPC2),9,0,0,Gas,2021-03-20,12:44
Northern Prairie Power Project (NPP1),105,0,0,Gas,2021-03-20,12:44
Parkland (ALP2),10,0,7,Gas,2021-03-20,12:44
Poplar Hill #1 (PH1),48,5,0,Gas,2021-03-20,12:44
Rainbow #5 (RB5),50,48,0,Gas,2021-03-20,12:44
Ralston (NAT1),20,0,17,Gas,2021-03-20,12:44
South Edmonton Terminal (SET1),20,0,0,Gas,2021-03-20,12:44
Sundance #6 (SD6) (Gas fired steam),401,348,0,Gas,2021-03-20,12:44
Valley View 1 (VVW1),50,0,0,Gas,2021-03-20,12:44
Valley View 2 (VVW2),50,29,15,Gas,2021-03-20,12:44
West Cadotte (WCD1),20,20,0,Gas,2021-03-20,12:44
West Pembina (PMB1)*,13,8,0,Gas,2021-03-20,12:44
Air Liquide Scotford #1 (ALS1),106,72,15,Gas,2021-03-20,12:44
AltaGas Harmattan (HMT1),45,39,0,Gas,2021-03-20,12:44
Base Plant (SCR1),50,33,0,Gas,2021-03-20,12:44
Bear Creek 1 (BCRK),64,57,0,Gas,2021-03-20,12:44
Bear Creek 2 (BCR2),36,29,0,Gas,2021-03-20,12:44
Blackfalds (BFD1),6,3,0,Gas,2021-03-20,12:44
CNRL Horizon (CNR5)*,203,189,0,Gas,2021-03-20,12:44
Camrose (CRG1)*,10,10,0,Gas,2021-03-20,12:44
Caroline (SHCG)*,19,0,0,Gas,2021-03-20,12:44
Carseland Cogen (TC01),95,75,0,Gas,2021-03-20,12:44
Christina Lake (CL01),100,82,0,Gas,2021-03-20,12:44
Coaldale (COD1),5,4,0,Gas,2021-03-20,12:44
Dow Hydrocarbon (DOWG),326,185,12,Gas,2021-03-20,12:44
Edson (TLM2),13,5,0,Gas,2021-03-20,12:44
Firebag (SCR6),497,413,20,Gas,2021-03-20,12:44
Fort Hills (FH1),199,181,0,Gas,2021-03-20,12:44
Foster Creek (EC04),98,70,0,Gas,2021-03-20,12:44
Joffre #1 (JOF1),474,347,20,Gas,2021-03-20,12:44
Kearl (IOR3),84,74,0,Gas,2021-03-20,12:44
Lindbergh (PEC1)*,16,14,0,Gas,2021-03-20,12:44
MEG1 Christina Lake (MEG1),202,156,0,Gas,2021-03-20,12:44
MacKay River (MKRC),207,180,0,Gas,2021-03-20,12:44
Mahkeses (IOR1),180,161,0,Gas,2021-03-20,12:44
Mulligan (MUL1)*,5,5,0,Gas,2021-03-20,12:44
Muskeg River (MKR1),202,170,0,Gas,2021-03-20,12:44
Nabiye (IOR2)*,195,163,0,Gas,2021-03-20,12:44
Nexen Inc #2 (NX02),220,171,0,Gas,2021-03-20,12:44
Poplar Creek (SCR5),376,333,0,Gas,2021-03-20,12:44
Primrose #1 (PR1),100,80,0,Gas,2021-03-20,12:44
Rainbow Lake #1 (RL1),47,0,0,Gas,2021-03-20,12:44
Redwater Cogen (TC02),92,78,0,Gas,2021-03-20,12:44
Saddle Hills (SDH1),10,0,0,Gas,2021-03-20,12:44
Scotford Upgrader (APS1),195,156,0,Gas,2021-03-20,12:44
Strathcona (IOR4)*,43,40,0,Gas,2021-03-20,12:44
Syncrude #1 (SCL1)*,510,371,0,Gas,2021-03-20,12:44
U of C Generator (UOC1)*,12,13,0,Gas,2021-03-20,12:44
University of Alberta (UOA1)*,39,11,0,Gas,2021-03-20,12:44
Cavalier (EC01),120,52,0,Gas,2021-03-20,12:44
ENMAX Calgary Energy Centre (CAL1),320,251,0,Gas,2021-03-20,12:44
Fort Nelson (FNG1),73,47,0,Gas,2021-03-20,12:44
Medicine Hat #1 (CMH1),255,165,0,Gas,2021-03-20,12:44
Nexen Inc #1 (NX01),120,41,0,Gas,2021-03-20,12:44
Shepard (EGC1),868,707,0,Gas,2021-03-20,12:44
Bighorn Hydro (BIG),120,37,10,Hydro,2021-03-20,12:44
Bow River Hydro (BOW1),320,101,35,Hydro,2021-03-20,12:44
Brazeau Hydro (BRA),350,37,178,Hydro,2021-03-20,12:44
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,12:44
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,12:44
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,12:44
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,12:44
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,12:44
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,12:44
Ardenville Wind (ARD1)*,68,39,0,Wind,2021-03-20,12:44
BUL1 Bull Creek (BUL1)*,13,11,0,Wind,2021-03-20,12:44
BUL2 Bull Creek (BUL2)*,16,13,0,Wind,2021-03-20,12:44
